prob,N,vPOC,vSUR,vSTO,instance,statusPOC,statusSTO,timePOC,noIterPOC,timeSUR,objPOC,objSUR,objSTO,nswPOC,nswSUR,nswSTO,timeSTO,noIterSTO,wi
calcium,100,1,0,1,111,success,success,525.33108,223,,1596.6619,,1597.3603,1.6957657,,10.0,605.92492,136,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000426650204', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0888413044960551', ' 0.0146571686198613', ' 0.1452952243332956', ' 0.3555402945233324', ' 0.7736986733234432', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,1,0,1,112,success,success,397.20941,185,,1596.6619,,1597.3603,1.6957657,,10.0,443.02934999999997,106,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000583905964', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0888412938042008', ' 0.0146571703502654', ' 0.1452952267427687', ' 0.3555402978248871', ' 0.7736986737056735', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,1,0,1,113,success,success,327.20919,140,,1596.6619,,1597.3603,1.6957657,,10.0,411.50045000000006,97,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000453359006', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0888413026801027', ' 0.0146571689138997', ' 0.1452952247424920', ' 0.3555402950841740', ' 0.7736986733883497', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,1,0,1,114,success,success,566.96125,251,,1596.6619,,1597.3603,1.6957657,,10.0,362.18948,90,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000432236226', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0888413041163024', ' 0.0146571686812825', ' 0.1452952244189483', ' 0.3555402946405798', ' 0.7736986733370473', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,1,0,1,115,success,success,390.95663,189,,1596.6619,,1597.3603,1.6957657,,10.0,604.65529,136,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000421126603', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0888413048716515', ' 0.0146571685590395', ' 0.1452952242487170', ' 0.3555402944073246', ' 0.7736986733100377', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,1,0,1,116,success,success,521.86249,236,,1596.6619,,1597.3603,1.6957657,,10.0,401.50279,98,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000664103318', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0888412883515373', ' 0.0146571712327591', ' 0.1452952279715081', ' 0.3555402995086145', ' 0.7736986739005681', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,1,0,1,117,success,success,440.13623,215,,1596.6619,,1597.3603,1.6957657,,10.0,437.80707,105,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000001323517040', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0888412435174823', ' 0.0146571784894010', ' 0.1452952380744596', ' 0.3555403133531769', ' 0.7736986755030986', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,1,0,1,118,success,success,595.13476,237,,1596.6619,,1597.3603,1.6957657,,10.0,449.39224,108,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000454427105', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0888413026075049', ' 0.0146571689255449', ' 0.1452952247588921', ' 0.3555402951065061', ' 0.7736986733909509', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,1,0,1,119,success,success,609.15227,243,,1596.6619,,1597.3603,1.6957657,,10.0,294.78274999999996,77,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000091531910', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0888413304354785', ' 0.0146571591297476', ' 0.1452952262469538', ' 0.3555402785597179', ' 0.7736986769494213', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,1,0,1,120,success,success,647.19638,264,,1596.6619,,1597.3603,1.6957658,,10.0,315.00455,83,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000001802298497', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0888412109647864', ' 0.0146571837580592', ' 0.1452952454099853', ' 0.3555403234051920', ' 0.7736986766666655', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
calcium,100,1,0,1,121,success,success,811.41555,300,,1596.6619,,1597.3603,1.6957657,,10.0,297.69485,77,"['0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000091555425', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0888413304338701', ' 0.0146571591300123', ' 0.1452952262472889', ' 0.3555402785601952', ' 0.7736986769494797', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000', ' 0.0000000000000000']"
